YEAR,Month,CBOT Ethanol,Annual CA Margin,CA gas price minus crude price & taxes,Annual US margin,US gas price (w/out CA) minus crude price & taxes,Brent Crude,U.S. Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),U.S. Regular Conventional Retail Gasoline Prices (Dollars per Gallon),U.S. Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),CA Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),US price without CA,CA price real,US price without CA real,National Average State Excise Gasoline,US state excise tax without CA,FEDERAL EXCISE GASOLINE,CA STATE EXCISE GASOLINE,CA UST,CA GASOLINE SALES TAX (assumes 1% local sales tax),CA SALES TAX IN CENTS,CA cap and trade cost (CAX),LCFS CREDIT PRICE,LCFS,TOT CA GAS TAXES,TOT CA TAXES AND FEES,CARB gasoline cost,Unexplained Differential,Explained Differential,Quantity,Daily Usage,Annual Average Daily Usage,Extra Payment,CPI,Current Period Deflator,REAL ($current month) Unexplained Differential,Price Spike Calculation,Price Spike Cost Calculation,Annual Average Unexplaied,REAL ($current month) Extra Payment in $mil,Days in Month,Daily Excess Payment (millions),Aggregate Extra Payment Since 2/2015,Aggregate Extra Payment Since 2/2015 (in billions),REAL CA Retail Gas Price,,Monthly average distribution and retailing MGS,Annual average distribution and retailing MGS
2000,1,,,,,,25.51,1.289,1.279,1.317,1.368,1.280222222,2.493447441,2.33345528,0.199,0.190836053,0.184,0.18,0.012,0.0725,0.092475524,0,,0,0.284475524,0.468475524,0.1,-0.105861694,0.193639472,,,,,168.8,0.548637993,-0.192953633,,,-0.017797893,,31,,,,2.424553081,,,#DIV/0!
2000,2,,,,,,27.78,1.377,1.371,1.391,1.448,1.369111111,2.623719717,2.480776117,0.199,0.190235172,0.184,0.18,0.012,0.0725,0.09788345,0,,0,0.28988345,0.47388345,0.1,-0.120759389,0.199648278,,,,,169.8,0.551888218,-0.218811319,,,-0.017797893,,29,,,,2.551225913,,,#DIV/0!
2000,3,,,,,,27.49,1.516,1.498,1.57,1.752,1.489777778,3.148595748,2.677344735,0.199,0.187951826,0.184,0.18,0.012,0.0725,0.118433566,0,,0,0.310433566,0.494433566,0.1,0.039740482,0.22248174,,,,,171.2,0.556438533,0.071419356,,,-0.017797893,,31,,,,3.061599533,,,#DIV/0!
2000,4,,,,,,22.76,1.465,1.437,1.551,1.75,1.433333333,3.143165499,2.574402218,0.199,0.187966848,0.184,0.18,0.012,0.0725,0.118298368,0,,0,0.310298368,0.494298368,0.1,0.094335146,0.22233152,,,,,171.3,0.556763556,0.169434844,,,-0.017797893,,30,,,,3.056319323,,,#DIV/0!
2000,5,,,,,,27.74,1.487,1.456,1.562,1.651,1.468777778,2.961894,2.634987333,0.199,0.188710438,0.184,0.18,0.012,0.0725,0.111606061,0,,0,0.303606061,0.487606061,0.1,-0.032673401,0.214895623,,,,,171.5,0.557413601,-0.058616081,,,-0.017797893,,31,,,,2.880056385,,,#DIV/0!
2000,6,,,,,,29.8,1.633,1.612,1.667,1.622,1.634222222,2.894677274,2.916489474,0.199,0.188928257,0.184,0.18,0.012,0.0725,0.109645688,0,,0,0.301645688,0.485645688,0.1,-0.224939653,0.212717431,,,,,172.4,0.560338803,-0.401435081,,,-0.017797893,,30,,,,2.814696868,,,#DIV/0!
2000,7,,,,,,28.68,1.551,1.529,1.616,1.71,1.533333333,3.044660938,2.730105324,0.199,0.188267288,0.184,0.18,0.012,0.0725,0.115594406,0,,0,0.307594406,0.491594406,0.1,-0.042660451,0.219327117,,,,,172.8,0.561638893,-0.075957081,,,-0.017797893,,31,,,,2.960536458,,,#DIV/0!
2000,8,,,,,,30.2,1.465,1.439,1.543,1.676,1.441555556,2.984123819,2.566694672,0.199,0.188522663,0.184,0.18,0.012,0.0725,0.113296037,0,,0,0.305296037,0.489296037,0.1,0.01767107,0.216773375,,,,,172.8,0.561638893,0.031463401,,,-0.017797893,,31,,,,2.901671991,,,#DIV/0!
2000,9,,,,,,33.14,1.55,1.525,1.619,1.826,1.519333333,3.234353748,2.691161808,0.199,0.187396011,0.184,0.18,0.012,0.0725,0.123435897,0,,0,0.315435897,0.499435897,0.1,0.078626781,0.228039886,,,,,173.7,0.564564096,0.139269892,,,-0.017797893,,30,,,,3.144988025,,,#DIV/0!
2000,10,,,,,,30.96,1.532,1.508,1.6,1.812,1.500888889,3.204022138,2.653907962,0.199,0.187501166,0.184,0.18,0.012,0.0725,0.12248951,0,,0,0.31448951,0.49848951,0.1,0.084122766,0.226988345,,,,,174,0.565539164,0.148747906,,,-0.017797893,,31,,,,3.115494483,,,#DIV/0!
2000,11,,,,,,32.55,1.517,1.495,1.583,1.766,1.489333333,3.120890213,2.631962527,0.199,0.187846672,0.184,0.18,0.012,0.0725,0.119379953,0,,0,0.311379953,0.495379953,0.1,0.053133385,0.223533282,,,,,174.1,0.565864186,0.09389777,,,-0.017797893,,30,,,,3.034659506,,,#DIV/0!
2000,12,,,,,,25.66,1.443,1.418,1.516,1.679,1.416777778,2.968848328,2.505180665,0.199,0.18850013,0.184,0.18,0.012,0.0725,0.113498834,0,,0,0.305498834,0.489498834,0.1,0.045223517,0.216998705,,,,,174,0.565539164,0.079965315,,,-0.017797893,,31,,,,2.886818563,,,#DIV/0!
2001,1,,,,,,25.62,1.447,1.427,1.5,1.601,1.429888889,2.81314261,2.51248055,0.226,0.219085988,0.184,0.18,0.012,0.0725,0.108226107,0,,0,0.300226107,0.484226107,0.1,-0.010029008,0.181140119,,,,,175.1,0.569114411,-0.01762213,,,0.088988135,,31,,,,2.73541502,,,#DIV/0!
2001,2,,,,,,27.5,1.45,1.431,1.5,1.637,1.429222222,2.864945546,2.501309615,0.226,0.218815592,0.184,0.18,0.012,0.0725,0.110659674,0,,0,0.302659674,0.486659674,0.1,0.023933696,0.183844082,,,,,175.8,0.571389569,0.041886827,,,0.088988135,,28,,,,2.785786633,,,#DIV/0!
2001,3,,,,,,24.5,1.409,1.384,1.483,1.693,1.377444444,2.956225897,2.405219692,0.226,0.218394975,0.184,0.18,0.012,0.0725,0.114445221,0,,0,0.306445221,0.490445221,0.1,0.12750531,0.188050246,,,,,176.2,0.572689659,0.22264294,,,0.088988135,,31,,,,2.874544892,,,#DIV/0!
2001,4,,,,,,25.66,1.552,1.517,1.629,1.793,1.525222222,3.118451685,2.652722704,0.226,0.217643875,0.184,0.18,0.012,0.0725,0.121205128,0,,0,0.313205128,0.497205128,0.1,0.072216524,0.195561254,,,,,176.9,0.574964816,0.125601641,,,0.088988135,,30,,,,3.032288355,,,#DIV/0!
2001,5,,,,,,28.31,1.702,1.654,1.806,1.948,1.674666667,3.372780574,2.899529364,0.226,0.216479668,0.184,0.18,0.012,0.0725,0.131682984,0,,0,0.323682984,0.507682984,0.1,0.066130018,0.207203315,,,,,177.7,0.577564996,0.114497967,,,0.088988135,,31,,,,3.279590096,,,#DIV/0!
2001,6,,,,,,27.85,1.616,1.548,1.758,1.927,1.581444444,3.330797848,2.733508953,0.226,0.2166374,0.184,0.18,0.012,0.0725,0.130263403,0,,0,0.322263403,0.506263403,0.1,0.139929552,0.205626004,,,,,178,0.578540064,0.241866658,,,0.088988135,,30,,,,3.23876736,,,#DIV/0!
2001,7,,,,,,24.61,1.421,1.34,1.582,1.77,1.382222222,3.068043211,2.395885596,0.226,0.217816628,0.184,0.18,0.012,0.0725,0.11965035,0,,0,0.31165035,0.49565035,0.1,0.193944056,0.193833722,,,,,177.5,0.576914951,0.336174432,,,0.088988135,,31,,,,2.983272676,,,#DIV/0!
2001,8,,,,,,25.68,1.421,1.386,1.491,1.559,1.405666667,2.702304727,2.436523206,0.226,0.21940145,0.184,0.18,0.012,0.0725,0.105386946,0,,0,0.297386946,0.481386946,0.1,-0.024652163,0.177985496,,,,,177.5,0.576914951,-0.042731017,,,0.088988135,,31,,,,2.627639606,,,#DIV/0!
2001,9,,,,,,25.62,1.522,1.506,1.552,1.663,1.506333333,2.869640342,2.5992994,0.226,0.218620306,0.184,0.18,0.012,0.0725,0.112417249,0,,0,0.304417249,0.488417249,0.1,-0.029130277,0.185796944,,,,,178.3,0.579515131,-0.050266638,,,0.088988135,,30,,,,2.790351711,,,#DIV/0!
2001,10,,,,,,20.54,1.315,1.274,1.4,1.546,1.289333333,2.676755014,2.232360585,0.226,0.219499093,0.184,0.18,0.012,0.0725,0.104508159,0,,0,0.296508159,0.480508159,0.1,0.079657602,0.177009065,,,,,177.7,0.577564996,0.137919718,,,0.088988135,,31,,,,2.602795836,,,#DIV/0!
2001,11,,,,,,18.8,1.171,1.139,1.235,1.357,1.150333333,2.353492373,1.995063174,0.226,0.220918674,0.184,0.18,0.012,0.0725,0.091731935,0,,0,0.283731935,0.467731935,0.1,0.043853406,0.162813261,,,,,177.4,0.576589929,0.076056489,,,0.088988135,,30,,,,2.288464994,,,#DIV/0!
2001,12,,,,,,18.71,1.086,1.072,1.114,1.158,1.078,2.016315891,1.877019457,0.226,0.222413364,0.184,0.18,0.012,0.0725,0.07827972,0,,0,0.27027972,0.45427972,0.1,-0.067866356,0.147866356,,,,,176.7,0.574314771,-0.118169268,,,0.088988135,,31,,,,1.960604754,,,#DIV/0!
2002,1,,,,,,19.42,1.107,1.094,1.134,1.185,1.098333333,2.058668182,1.908104545,0.197,0.189988345,0.184,0.18,0.012,0.0725,0.080104895,0,,0,0.272104895,0.456104895,0.1,-0.095449883,0.18211655,,,,,177.1,0.575614861,-0.165822479,,,-0.034195901,,31,,,,2.001786844,,,#DIV/0!
2002,2,,,,,,20.28,1.114,1.09,1.162,1.274,1.096222222,2.204571732,1.896939186,0.197,0.189319865,0.184,0.18,0.012,0.0725,0.086121212,0,,0,0.278121212,0.462121212,0.1,-0.011023569,0.188801347,,,,,177.8,0.577890019,-0.019075548,,,-0.034195901,,28,,,,2.143659055,,,#DIV/0!
2002,3,,,,,,23.7,1.249,1.221,1.307,1.461,1.225444444,2.514023104,2.108689696,0.197,0.187915307,0.184,0.18,0.012,0.0725,0.098762238,0,,0,0.290762238,0.474762238,0.1,0.032708625,0.202846931,,,,,178.8,0.581140244,0.056283531,,,-0.034195901,,31,,,,2.444560235,,,#DIV/0!
2002,4,,,,,,25.73,1.397,1.362,1.469,1.61,1.373333333,2.755007286,2.350026919,0.197,0.186796167,0.184,0.18,0.012,0.0725,0.108834499,0,,0,0.300834499,0.484834499,0.1,0.022628335,0.214038332,,,,,179.8,0.584390469,0.038721259,,,-0.034195901,,30,,,,2.678885984,,,#DIV/0!
2002,5,,,,,,25.35,1.392,1.353,1.47,1.568,1.372444444,2.683137531,2.348505866,0.197,0.187111629,0.184,0.18,0.012,0.0725,0.105995338,0,,0,0.297995338,0.481995338,0.1,-0.015328153,0.210883709,,,,,179.8,0.584390469,-0.026229301,,,-0.034195901,,31,,,,2.609002002,,,#DIV/0!
2002,6,,,,,,24.08,1.382,1.341,1.466,1.586,1.359333333,2.712430272,2.324777354,0.197,0.186976431,0.184,0.18,0.012,0.0725,0.107212121,0,,0,0.299212121,0.483212121,0.1,0.014430976,0.21223569,,,,,179.9,0.584715492,0.024680339,,,-0.034195901,,30,,,,2.637485381,,,#DIV/0!
2002,7,,,,,,25.74,1.397,1.364,1.463,1.601,1.374333333,2.735043148,2.347820716,0.197,0.186863766,0.184,0.18,0.012,0.0725,0.108226107,0,,0,0.300226107,0.484226107,0.1,0.013304325,0.213362341,,,,,180.1,0.585365537,0.022728235,,,-0.034195901,,31,,,,2.659473459,,,#DIV/0!
2002,8,,,,,,26.65,1.396,1.358,1.471,1.588,1.374666667,2.70382705,2.340592518,0.197,0.186961409,0.184,0.18,0.012,0.0725,0.107347319,0,,0,0.299347319,0.483347319,0.1,0.000947423,0.21238591,,,,,180.7,0.587315672,0.001613141,,,-0.034195901,,31,,,,2.629119867,,,#DIV/0!
2002,9,,,,,,28.4,1.4,1.363,1.472,1.579,1.380111111,2.684047011,2.345967766,0.197,0.187029008,0.184,0.18,0.012,0.0725,0.106738928,0,,0,0.298738928,0.482738928,0.1,-0.012821031,0.21170992,,,,,181,0.588290739,-0.021793698,,,-0.034195901,,30,,,,2.609886354,,,#DIV/0!
2002,10,,,,,,27.54,1.445,1.427,1.483,1.531,1.435444444,2.598148378,2.435988018,0.197,0.187389536,0.184,0.18,0.012,0.0725,0.103494172,0,,0,0.295494172,0.479494172,0.1,-0.112549081,0.208104636,,,,,181.3,0.589265807,-0.190998832,,,-0.034195901,,31,,,,2.526361114,,,#DIV/0!
2002,11,,,,,,24.34,1.419,1.385,1.487,1.578,1.401333333,2.677908649,2.378100541,0.197,0.187036519,0.184,0.18,0.012,0.0725,0.106671329,0,,0,0.298671329,0.482671329,0.1,-0.034968143,0.21163481,,,,,181.3,0.589265807,-0.059341884,,,-0.034195901,,30,,,,2.603917595,,,#DIV/0!
2002,12,,,,,,28.33,1.386,1.348,1.461,1.536,1.369333333,2.612397214,2.328933975,0.197,0.187351981,0.184,0.18,0.012,0.0725,0.103832168,0,,0,0.295832168,0.479832168,0.1,-0.04181352,0.208480186,,,,,180.9,0.587965717,-0.071115575,,,-0.034195901,,31,,,,2.540216252,,,#DIV/0!
2003,1,,,,,,31.18,1.458,1.424,1.525,1.613,1.440777778,2.731278608,2.439656245,0.197,0.186773634,0.184,0.18,0.012,0.0725,0.109037296,0,,0,0.301037296,0.485037296,0.1,-0.04204144,0.214263662,,,,,181.7,0.590565897,-0.071188398,,,0.123796315,,31,,,,2.655812933,,,-0.196325464
2003,2,,,,,,32.77,1.613,1.582,1.676,1.805,1.591666667,3.033021054,2.674547652,0.204,0.193109298,0.184,0.18,0.012,0.0725,0.122016317,0,,0,0.314016317,0.498016317,0.1,-0.007573686,0.220907019,,,,,183.1,0.595116212,-0.012726398,,,0.123796315,,28,,,,2.949218187,,,-0.196325464
2003,3,,,,,,30.61,1.693,1.636,1.809,2.103,1.647444444,3.512660765,2.751742018,0.204,0.190871018,0.184,0.18,0.012,0.0725,0.142160839,0,,0,0.334160839,0.518160839,0.1,0.212265734,0.243289821,,,,,184.2,0.598691459,0.354549461,,,0.123796315,,31,,,,3.415605375,,,-0.196325464
2003,4,,,,,,25,1.589,1.517,1.736,2.045,1.538333333,3.423216513,2.57508463,0.204,0.191306656,0.184,0.18,0.012,0.0725,0.138240093,0,,0,0.330240093,0.514240093,0.1,0.26773323,0.238933437,,,,,183.8,0.597391369,0.448170569,,,0.123796315,,30,,,,3.328632481,,,-0.196325464
2003,5,,,,,,25.86,1.497,1.438,1.618,1.842,1.458666667,3.088446768,2.445718975,0.204,0.192831391,0.184,0.18,0.012,0.0725,0.124517483,0,,0,0.316517483,0.500517483,0.1,0.159647242,0.223686092,,,,,183.5,0.596416302,0.267677529,,,0.123796315,,31,,,,3.00311248,,,-0.196325464
2003,6,,,,,,27.65,1.493,1.452,1.579,1.764,1.462888889,2.954445531,2.450127857,0.204,0.193417249,0.184,0.18,0.012,0.0725,0.119244755,0,,0,0.311244755,0.495244755,0.1,0.083283605,0.217827506,,,,,183.7,0.597066347,0.139488025,,,0.123796315,,30,,,,2.872813718,,-0.278571291,-0.196325464
2003,7,,,,,,28.35,1.513,1.48,1.581,1.744,1.487333333,2.917771746,2.488359619,0.204,0.19356747,0.184,0.18,0.012,0.0725,0.117892774,0,,0,0.309892774,0.493892774,0.1,0.040341362,0.216325304,,,,,183.9,0.597716392,0.067492481,,,0.123796315,,31,,,,2.837153235,,-0.073990331,-0.196325464
2003,8,,,,,,29.89,1.62,1.588,1.688,1.867,1.592555556,3.111710493,2.654296643,0.204,0.192643616,0.184,0.18,0.012,0.0725,0.126207459,0,,0,0.318207459,0.502207459,0.1,0.048880601,0.225563844,,,,,184.6,0.599991549,0.081468816,,,0.123796315,,31,,,,3.025733424,,-0.438493176,-0.196325464
2003,9,,,,,,27.11,1.679,1.616,1.81,2.022,1.640888889,3.359129384,2.725993117,0.204,0.191479409,0.184,0.18,0.012,0.0725,0.136685315,0,,0,0.328685315,0.512685315,0.1,0.143905206,0.237205905,,,,,185.2,0.601941684,0.239068351,,,0.123796315,,30,,,,3.266316091,,0.082717971,-0.196325464
2003,10,,,,,,29.61,1.564,1.513,1.67,1.791,1.538777778,2.978587897,2.559120528,0.204,0.193214452,0.184,0.18,0.012,0.0725,0.12106993,0,,0,0.31306993,0.49706993,0.1,0.032366744,0.219855478,,,,,185,0.601291639,0.053828695,,,0.123796315,,31,,,,2.896289027,,-0.167745729,-0.196325464
2003,11,,,,,,28.75,1.512,1.474,1.593,1.692,1.492,2.821568195,2.488049496,0.204,0.193958042,0.184,0.18,0.012,0.0725,0.114377622,0,,0,0.306377622,0.490377622,0.1,-0.01241958,0.21241958,,,,,184.5,0.599666527,-0.020710812,,,0.123796315,,30,,,,2.743607805,,-0.293036379,-0.196325464
2003,12,,,,,,29.81,1.479,1.448,1.543,1.633,1.461888889,2.726135339,2.440481912,0.204,0.194401191,0.184,0.18,0.012,0.0725,0.110389277,0,,0,0.302389277,0.486389277,0.1,-0.036876975,0.207988086,,,,,184.3,0.599016482,-0.061562538,,,0.123796315,,31,,,,2.650811774,,-0.205159311,-0.196325464
2004,1,,,,,,31.28,1.572,1.555,1.608,1.675,1.560555556,2.782661582,2.592536114,0.204,0.194085729,0.184,0.18,0.012,0.0725,0.113228438,0,,0,0.305228438,0.489228438,0.1,-0.096698265,0.211142709,,,,,185.2,0.601941684,-0.160643908,,,0.088149119,,31,,,,2.705776188,,-0.29720464,-0.276792611
2004,2,,,,,,30.86,1.648,1.615,1.718,1.868,1.623555556,3.086624211,2.68271193,0.207,0.195969438,0.184,0.18,0.012,0.0725,0.126275058,0,,0,0.318275058,0.502275058,0.1,0.022138824,0.22230562,,,,,186.2,0.60519191,0.036581494,,,0.088149119,,29,,,,3.001340279,,-0.455918629,-0.276792611
2004,3,,,,,,33.63,1.736,1.689,1.835,2.096,1.696,3.441186852,2.784471804,0.207,0.194256928,0.184,0.18,0.012,0.0725,0.141687646,0,,0,0.333687646,0.517687646,0.1,0.160569283,0.239430717,,,,,187.4,0.60909218,0.26362066,,,0.088149119,,31,,,,3.346106297,,-0.114387497,-0.276792611
2004,4,,,,,,33.59,1.798,1.756,1.886,2.139,1.760111111,3.500575899,2.880506094,0.207,0.193933955,0.184,0.18,0.012,0.0725,0.144594406,0,,0,0.336594406,0.520594406,0.1,0.136228438,0.242660451,,,,,188,0.611042315,0.222944361,,,0.088149119,,30,,,,3.403854415,,-0.24692444,-0.276792611
2004,5,,,,,,37.57,1.983,1.945,2.064,2.252,1.953111111,3.664067118,3.177766519,0.207,0.193085211,0.184,0.18,0.012,0.0725,0.1522331,0,,0,0.3442331,0.5282331,0.1,0.047741,0.251147889,,,,,189.1,0.614617562,0.077675945,,,0.088149119,,31,,,,3.562828345,,-0.412518896,-0.276792611
2004,6,,,,,,35.18,1.969,1.91,2.093,2.275,1.935,3.689781365,3.138341513,0.207,0.192912458,0.184,0.18,0.012,0.0725,0.153787879,0,,0,0.345787879,0.529787879,0.1,0.087124579,0.252875421,,,,,189.7,0.616567697,0.14130578,,,0.088149119,,30,,,,3.587832103,,-0.326564944,-0.276792611
2004,7,,,,,,38.22,1.911,1.863,2.012,2.186,1.880444444,3.551049662,3.054689666,0.207,0.193580938,0.184,0.18,0.012,0.0725,0.147771562,0,,0,0.339771562,0.523771562,0.1,0.059364931,0.246190624,,,,,189.4,0.61559263,0.096435416,,,0.088149119,,31,,,,3.45293358,,-0.281073886,-0.276792611
2004,8,,,,,,42.74,1.878,1.842,1.955,2.085,1.855,3.385192797,3.011766253,0.207,0.194339549,0.184,0.18,0.012,0.0725,0.140944056,0,,0,0.332944056,0.516944056,0.1,-0.008604507,0.238604507,,,,,189.5,0.615917652,-0.013970222,,,0.088149119,,31,,,,3.291659367,,-0.322552001,-0.276792611
2004,9,,,,,,43.2,1.87,1.841,1.931,2.069,1.847888889,3.352139542,2.993901118,0.207,0.194459725,0.184,0.18,0.012,0.0725,0.139862471,0,,0,0.331862471,0.515862471,0.1,-0.016291634,0.237402745,,,,,189.9,0.617217742,-0.026395279,,,0.088149119,,30,,,,3.259519379,,-0.388077275,-0.276792611
2004,10,,,,,,49.78,2,1.954,2.095,2.33,1.963333333,3.75523012,3.164278313,0.207,0.192499352,0.184,0.18,0.012,0.0725,0.157505828,0,,0,0.349505828,0.533505828,0.1,0.109660192,0.257006475,,,,,190.9,0.620467967,0.176737878,,,0.088149119,,31,,,,3.651472499,,-0.265135154,-0.276792611
2004,11,,,,,,43.11,1.979,1.932,2.079,2.304,1.942888889,3.711382115,3.129688834,0.207,0.192694639,0.184,0.18,0.012,0.0725,0.155748252,0,,0,0.347748252,0.531748252,0.1,0.106057498,0.255053613,,,,,191,0.62079299,0.170841971,,,0.088149119,,30,,,,3.608836021,,-0.071682811,-0.276792611
2004,12,,,,,,39.6,1.841,1.8,1.928,2.097,1.812555556,3.390363043,2.930482293,0.207,0.194249417,0.184,0.18,0.012,0.0725,0.141755245,0,,0,0.333755245,0.517755245,0.1,0.044938617,0.239505828,,,,,190.3,0.618517832,0.07265533,,,0.088149119,,31,,,,3.296686758,,-0.139471155,-0.276792611
2005,1,,,,,,44.51,1.831,1.811,1.873,1.968,1.815777778,3.175125999,2.929534162,0.207,0.195218337,0.184,0.18,0.013,0.0725,0.133034965,0,,0,0.326034965,0.510034965,0.1,-0.078594406,0.230816628,,,,,190.7,0.619817922,-0.126802409,,,-0.063789993,,31,,,,3.087396749,,-0.336133791,-0.357059523
2005,2,,,,,,45.48,1.91,1.886,1.959,2.118,1.886888889,3.397534818,3.026803917,0.21,0.197425019,0.184,0.18,0.013,0.0725,0.143174825,0,,0,0.336174825,0.520174825,0.1,-0.007638695,0.238749806,,,,,191.8,0.62339317,-0.012253414,,,-0.063789993,,28,,,,3.303660375,,-0.503635144,-0.357059523
2005,3,,,,,,53.1,2.079,2.063,2.115,2.301,2.054333333,3.662446824,3.269833373,0.21,0.196050505,0.184,0.18,0.013,0.0725,0.155545455,0,,0,0.348545455,0.532545455,0.1,-0.005828283,0.252494949,,,,,193.3,0.628268508,-0.009276739,,,-0.063789993,,31,,,,3.561252819,,-0.413683643,-0.357059523
2005,4,,,,,,51.88,2.243,2.211,2.31,2.551,2.208777778,4.033241115,3.49217301,0.21,0.194172753,0.184,0.18,0.013,0.0725,0.172445221,0,,0,0.365445221,0.549445221,0.1,0.070949754,0.271272468,,,,,194.6,0.6324938,0.112174624,,,-0.063789993,,30,,,,3.921802004,,-0.379100431,-0.357059523
2005,5,,,,,,48.65,2.161,2.114,2.259,2.475,2.126111111,3.917107639,3.364931747,0.21,0.19474359,0.184,0.18,0.013,0.0725,0.167307692,0,,0,0.360307692,0.544307692,0.1,0.083324786,0.265564103,,,,,194.4,0.631843755,0.131875619,,,-0.063789993,,31,,,,3.808877315,,-0.193424526,-0.357059523
2005,6,,,,,,54.35,2.156,2.123,2.225,2.364,2.132888889,3.739507681,3.373923174,0.21,0.195577312,0.184,0.18,0.013,0.0725,0.159804196,0,,0,0.352804196,0.536804196,0.1,-0.026115773,0.257226884,,,,,194.5,0.632168778,-0.041311393,,,-0.063789993,,30,,,,3.636184473,,-0.392419402,-0.357059523
2005,7,,,,,,57.52,2.29,2.247,2.38,2.515,2.265,3.960043833,3.566401305,0.21,0.194443149,0.184,0.18,0.013,0.0725,0.170011655,0,,0,0.363011655,0.547011655,0.1,-0.018568506,0.268568506,,,,,195.4,0.63509398,-0.029237414,,,-0.063789993,,31,,,,3.850627175,,-0.462983918,-0.357059523
2005,8,,,,,,63.98,2.486,2.449,2.564,2.677,2.464777778,4.193662256,3.861204907,0.21,0.193226366,0.184,0.18,0.013,0.0725,0.180962704,0,,0,0.373962704,0.557962704,0.1,-0.068514116,0.280736338,,,,,196.4,0.638344205,-0.10733099,,,-0.063789993,,31,,,,4.077790682,,-0.416540227,-0.357059523
2005,9,,,,,,62.91,2.903,2.862,2.991,2.99,2.893333333,4.627446127,4.477840845,0.21,0.190875421,0.184,0.18,0.013,0.0725,0.202121212,0,,0,0.395121212,0.579121212,0.1,-0.207579125,0.304245791,,,,,198.8,0.646144746,-0.321257932,,,-0.063789993,,30,,,,4.499589034,,-0.39961659,-0.357059523
2005,10,,,,,,58.54,2.717,2.689,2.775,2.883,2.698555556,4.452889021,4.168008466,0.21,0.191679099,0.184,0.18,0.013,0.0725,0.194888112,0,,0,0.387888112,0.571888112,0.1,-0.111764569,0.296209013,,,,,199.2,0.647444836,-0.172624079,,,-0.063789993,,31,,,,4.32985497,,-0.387123226,-0.357059523
2005,11,,,,,,55.24,2.257,2.222,2.331,2.527,2.227,3.93463875,3.467526908,0.21,0.194353017,0.184,0.18,0.013,0.0725,0.170822844,0,,0,0.363822844,0.547822844,0.1,0.030530174,0.269469826,,,,,197.6,0.642244475,0.047536685,,,-0.063789993,,30,,,,3.825924038,,-0.134934625,-0.357059523
2005,12,,,,,,56.86,2.185,2.174,2.209,2.274,2.175111111,3.555100884,3.40050107,0.21,0.196253302,0.184,0.18,0.013,0.0725,0.15372028,0,,0,0.34672028,0.53072028,0.1,-0.151578089,0.250466977,,,,,196.8,0.639644295,-0.23697247,,,-0.063789993,,31,,,,3.456872866,,-0.265118757,-0.357059523
2006,1,,,,,,62.99,2.316,2.3,2.348,2.379,2.309,3.691121074,3.582513056,0.21,0.195464646,0.184,0.18,0.014,0.0725,0.160818182,0,,0,0.354818182,0.538818182,0.1,-0.189353535,0.259353535,,,,,198.3,0.644519633,-0.293790174,,,-0.060547103,,31,,,,3.589134796,,-0.523517568,-0.412594365
2006,2,,,,,,60.21,2.28,2.249,2.345,2.495,2.256111111,3.863307222,3.493406954,0.2,0.183482258,0.184,0.18,0.014,0.0725,0.168659674,0,,0,0.362659674,0.546659674,0.1,-0.040288526,0.279177415,,,,,198.7,0.645819723,-0.062383549,,,-0.060547103,,28,,,,3.756563412,,-0.378384541,-0.412594365
2006,3,,,,,,62.06,2.425,2.413,2.451,2.579,2.407888889,3.971388934,3.707895807,0.2,0.182851334,0.184,0.18,0.014,0.0725,0.174337995,0,,0,0.368337995,0.552337995,0.1,-0.11437555,0.285486661,,,,,199.8,0.649394971,-0.176126326,,,-0.060547103,,31,,,,3.861658809,,-0.471144667,-0.412594365
2006,4,,,,,,70.26,2.742,2.719,2.791,2.88,2.726666667,4.39748129,4.163356129,0.2,0.180590521,0.184,0.18,0.014,0.0725,0.194685315,0,,0,0.388685315,0.572685315,0.1,-0.154761461,0.308094794,,,,,201.5,0.654920353,-0.236305774,,,-0.060547103,,30,,,,4.275978164,,-0.673317015,-0.412594365
2006,5,,,,,,69.78,2.907,2.831,3.066,3.291,2.864333333,5.000223511,4.35196198,0.2,0.177503497,0.184,0.18,0.014,0.0725,0.222468531,0,,0,0.416468531,0.600468531,0.1,0.087701632,0.338965035,,,,,202.5,0.658170578,0.133250611,,,-0.060547103,,31,,,,4.862066519,,-0.620009725,-0.412594365
2006,6,,,,,,68.56,2.885,2.808,3.044,3.214,2.848444444,4.873605688,4.319289062,0.2,0.178081844,0.184,0.18,0.014,0.0725,0.217263403,0,,0,0.411263403,0.595263403,0.1,0.032373996,0.333181559,,,,,202.9,0.659470668,0.049090881,,,-0.060547103,,30,,,,4.738947166,,-0.403360496,-0.412594365
2006,7,,,,,,73.67,2.981,2.923,3.101,3.214,2.955111111,4.859236334,4.46782305,0.2,0.178081844,0.184,0.18,0.014,0.0725,0.217263403,0,,0,0.411263403,0.595263403,0.1,-0.07429267,0.333181559,,,,,203.5,0.661420803,-0.112322851,,,-0.060547103,,31,,,,4.72497484,,-0.452206001,-0.412594365
