area,Reformulated Motor Gasoline Bulk Sales (Volume),Reformulated Motor Gasoline DTW Sales Volume,Reformulated Motor Gasoline Rack Sales Volume,Reformulated Motor Gasoline Retail Sales by Refiners and Gas Plants,Reformulated Motor Gasoline Through Company Outlets Volume by Refiners and Gas Plants,Reformulated Motor Gasoline Wholesale/Resale Volume by Refiners and Gas Plants,Regular Gasoline Bulk Sales (Volume),Regular Gasoline DTW Sales Volume,Regular Gasoline Rack Sales Volume,Regular Gasoline Retail Sales by Refiners and Gas Plants,Regular Gasoline Through Company Outlets Volume by Refiners and Gas Plants,Regular Gasoline Wholesale/Resale Volume by Refiners and Gas Plants,Total Gasoline Bulk Sales (Volume),Total Gasoline DTW Sales Volume,Total Gasoline Rack Sales Volume,Total Gasoline Retail Sales by Refiners and Gas Plants,Total Gasoline Through Company Outlets Volume by Refiners and Gas Plants,Total Gasoline Wholesale/Resale Volume by Refiners and Gas Plants
U.S.,3764.1,18737.5,68024.8,11298.5,11022.3,,30856.1,19494,201696,23452.1,21888.6,,33396.6,23872.6,230795.7,27763.9,26054.6,
CALIFORNIA,,15944.7,,,,,1023.5,12752.9,12306.1,3700.3,3695.3,,1134.4,15944.7,14865.1,4962.6,4957.3,
U.S.,3568.5,18504.8,67355.2,10983.2,10688.5,,27547.9,19375.8,199078.5,22993.1,21355.5,,29613.6,23675,227346.8,27138.8,25355.1,
CALIFORNIA,,16431.4,14458.3,,,,1093.5,13265.1,11983.1,3873.4,3867.9,,1187,16431.4,14458.3,5142.3,5136.5,
U.S.,3951.4,19037.6,67093.1,11345.4,11061.7,,25512.1,19980.6,203689.1,23771.3,22198,,27507.9,24257.2,231489.6,27952,26258.4,
CALIFORNIA,,16739.9,,,,,1614.8,13410.6,12405.1,3880.9,3874.8,,1818.6,16739.9,15013.1,5199.7,5193.4,
U.S.,3957.9,19354.1,67273.2,11374.8,11101.3,,23432,20119,205747.7,23888.9,22298.2,,25927.5,24584.5,234243.6,28216.4,26504.5,
CALIFORNIA,,16919.4,,,,,1921.2,13517.9,12138.1,3937.7,3931,,2042.6,16919.4,14772.7,5301.5,5294.3,
U.S.,4332.1,19578.7,67676.6,11463.4,11211.2,,26466.9,20375.8,206571.8,23757.8,22212.2,,29225.4,24954.1,236373.7,28179.6,26507.1,
CALIFORNIA,,17544.6,,,4822,,1346.9,14042.6,12434.4,3542.4,3536.6,,1508.8,17544.6,15081,4828.1,4822,
U.S.,3671.5,21561.5,69794.4,10106.7,9853.2,,22605.1,24533.1,211175.8,20526.5,18910.5,,25429.3,29704.3,242166.6,24384,22632.7,
CALIFORNIA,,17795.8,,,4912.1,,2192.4,14259.6,12712.9,3681.9,3674.5,,2298.2,17795.8,15443.2,4919.8,4912.1,
U.S.,5251.8,21862.8,70040.6,10265.8,9996.5,,21574,24909.8,212170.6,20356.1,18964.4,,24145.7,30138.3,243892.5,24143.9,22641.3,
CALIFORNIA,,17114,,4643.1,4632.4,,1392.9,13730,13168.2,3425.5,3415.6,,1589,17114,15981.7,4643.1,4632.4,
U.S.,3898.1,20998.1,69181.2,9978.4,9700.2,,20427.2,24166.2,211586.8,19806.6,18395.9,,23469.2,29222.8,243789.7,23567.1,22038.2,
CALIFORNIA,,17634.3,,,,,1422.4,14068.5,13369.2,,,,1540.2,17634.3,16325.3,,,
U.S.,3613.1,21591.5,71116,10066.7,9773,,18136.4,24759.1,216172.2,20240.9,18728,,21580.6,30011.9,248761.4,24120.5,22474.5,
CALIFORNIA,659.6,17166,15651.3,,,,1245.2,13726.6,12852,,,,1306.1,17166,15651.3,,,
U.S.,2955.8,21047.3,69704.9,9766,9505.2,,20155,23819.5,207918,19549.1,18086.6,,23221.6,28893.5,237430.5,23245.9,21660,
CALIFORNIA,,16971.6,15902,,,,656.6,13469.7,13015.2,,,,701.5,16971.6,15902,,,
U.S.,2923.7,20878.7,70339.3,,,,18762.3,23553.2,213947.4,19950.9,18212.5,,21523.5,28649,241619.2,23696.7,21817.8,
CALIFORNIA,,16703.7,15206.8,,,,,13174.5,,,,,702.2,16703.7,15206.8,,,
U.S.,3017.7,20775.2,69457,,,,22139.2,23392.9,213233.7,19961.8,18212.7,,24545.3,28668.9,239941.8,23720.4,21829.8,
CALIFORNIA,938.3,16544.9,15221.7,,,,989.9,13084.9,12301.4,,,,1019.9,16544.9,15221.7,,,
U.S.,3166.7,20217.5,68455.3,7358.6,7122.9,,20626.8,22775.9,209199.6,15749.9,14121.3,,22282.5,27864.8,235333.7,18630.2,16873.9,
CALIFORNIA,,15760.3,14501.7,,4247.6,,1127.6,12463.7,11735.9,2999.3,2994.2,,1179.3,15760.3,14501.7,4253,4247.6,
U.S.,1815.2,19210,65752.4,6940.1,6696.3,,19712,21674.7,198446,15117.2,13508.4,,21901.4,26458.7,222988.4,17945.5,16212.7,
CALIFORNIA,,16142.5,15084,,4296.3,,963,12771.4,12172.9,3033.7,3027.6,,1011.8,16142.5,15084,4302.6,4296.3,
U.S.,2067,19338.5,69117.8,7023.8,6777.8,,23235.8,21066.8,208531.2,15568,13877.1,,24914.4,25838.4,234249.3,18451.6,16624.6,
CALIFORNIA,,16211.9,15629.5,,4396.5,,,12872,12767.1,3126.9,3120.9,,,16211.9,15629.5,4402.6,4396.5,
U.S.,2051.7,18351.8,71149.5,7079.5,6845.3,,20585.3,18551,213598.8,16428.6,14728.3,,22322,23028.7,239752.3,19417.2,17583.7,
CALIFORNIA,,16137.9,16201.4,,4389.9,,1493.7,12860,13305.5,3143,3135.6,,1576,16137.9,16201.4,4397.4,4389.9,
U.S.,2241.6,18193.7,72950.9,7046.3,6791.3,,18102.8,18426.7,218385.6,17074.2,15358,,20633.4,22836.2,245483,20109.1,18257.1,
CALIFORNIA,,16388.1,16516.3,,4496.9,,1312.8,13024.5,13582.9,3198.6,3192,,1401.4,16388.1,16516.3,4503.6,4496.9,
U.S.,1885.4,18604.1,74565.6,7183,6966.3,,16416.4,18852.1,222232,17235.5,15750.9,,18930.7,23371.7,250594.3,20403.3,18804.8,
CALIFORNIA,,16145.5,16411.3,,4508.7,,1272.4,12831.6,13500.7,3219.1,3212.2,,1359.6,16145.5,16411.3,4515.8,4508.7,
U.S.,1820,18386,73445.7,7195.4,6999.8,,15007.6,18694,221450.5,17539.3,15985.2,,17946.8,23168.2,249577.3,20729,19059.6,
CALIFORNIA,,15675.1,16786.3,,4430.4,,1802.8,12457.9,13787.4,3161.8,3155.4,,1894.4,15675.1,16786.3,4437,4430.4,
U.S.,2557.3,17823.7,72628.9,7114.8,6932.7,,17945.2,18310.4,222982.8,17518.3,16043.8,,19908.5,22713.4,251705.5,20707.7,19115.9,
CALIFORNIA,,16295.5,16900.8,,4532.1,,1688.5,12885.6,13811.8,3198.6,3191.4,,1785.1,16295.5,16900.8,4539.6,4532.1,
U.S.,2687.1,18511.1,74174,7176.2,6997.6,,17790.5,18812.4,222685,17547.9,16050.1,,20130.8,23430.4,251643.9,20856.6,19233,
CALIFORNIA,,16000.9,16506,,4500.7,,,12621.6,13423.3,3150.6,3144.2,,,16000.9,16506,4507.2,4500.7,
U.S.,,18193.3,72661.9,7148.4,6961.7,,16595.9,18312.6,216347.7,17452.7,15923.2,,18287.7,22864.9,244335.6,20752.6,19101.8,
CALIFORNIA,,16232.1,16723.8,,,,,12726.6,,,,,,16232.1,16723.8,,,
U.S.,2631.7,18419.6,74735.2,9536.6,9330.8,,17270.7,18457.9,222455.5,22696,21132.9,,19827.9,23152.3,250921.7,27011,25320.9,
CALIFORNIA,,15836.3,16103.3,,4226.9,,,12358.3,12941.8,2906.1,2901,,,15836.3,16103.3,4232.1,4226.9,
U.S.,2526.9,18101.3,73149.5,9271.5,9078.1,,20325.7,18077.4,217444.4,22047.2,20488.4,,22347.6,22749.5,245286.3,26282.1,24601.4,
CALIFORNIA,,15826.5,16461.8,,4285.9,,,12273.4,13146.7,2928.1,2922.7,,1941.4,15826.5,16461.8,4291.4,4285.9,
U.S.,,18061.9,73456.1,9331.3,9131.7,,24285.3,17980.1,218123,22379,20750.3,,27437.1,22748.9,246376.9,26672.1,24921.4,
CALIFORNIA,,15475.9,15809.6,,4172.7,,,11927.4,12651.3,2830.3,2826,,,15475.9,15809.6,4177.3,4172.7,
U.S.,2353,17468.2,70978.8,8832.9,8795.4,,19375.3,17230.1,210916.2,20111.8,19838.8,,21131,21946.2,238178.3,24222.5,23907.7,
CALIFORNIA,,16122.3,16391.8,,4360,,1732.4,12500.5,13064.8,2992.9,2988.2,,1842,16122.3,16391.8,4364.9,4360,
U.S.,2257.6,18192.4,72962.8,9075.9,9048.5,,21180.6,18064.6,218429.1,20477.8,20194.9,,23001.3,22890.5,246113.3,24638.9,24314.1,
CALIFORNIA,,16289.9,16272.4,,4403.7,,1799.8,12686.5,13097.2,3032,3027.2,,1934.6,16289.9,16272.4,4408.7,4403.7,
U.S.,3064.5,18423.3,72851.5,9125.8,9083.3,,20421.2,18325.6,219111.3,20572.4,20265.6,,22267.7,23148.6,247343.9,24788.2,24438.4,
CALIFORNIA,,16354.6,16835.2,,4412.9,,,12680,13497.9,3033.8,3028.6,,,16354.6,16835.2,4418.7,4412.9,
U.S.,3419,18426.8,74514.4,9173.9,9131.1,,20668.7,18232.9,226139,21050.7,20739.7,,22986.1,23147.5,256087.7,25390.7,25038.4,
CALIFORNIA,,15929.5,17062.8,,,,2359.1,12462.2,13814.7,,,,2511.7,15929.5,17062.8,,,
U.S.,3057.6,18014.5,74907.5,9315.5,9279.8,,19284.1,18025,225517.5,21467.9,21176.2,,21315.9,22743,255962.9,25873.6,25537.6,
CALIFORNIA,,16219.1,17212.5,,4504.6,,1859.1,12603.2,13930.9,3093,3087.2,,2020.6,16219.1,17212.5,4510.6,4504.6,
U.S.,3066.4,18320.2,76941.4,9452.3,9410.2,,17956.6,18340.5,230925.6,21607.7,21290.8,,19536.5,23239.5,262178.2,26042.4,25682.1,
CALIFORNIA,,15738.5,17379.3,,4375,,1847.3,12303.5,14154.6,3023.4,3016,,2012.8,15738.5,17379.3,4382.5,4375,
U.S.,2882.1,17766.1,75636.6,9331.7,9295.1,,16860.9,17990.8,232141.4,21835,21538.3,,18512,22720.2,263882.7,26309.2,25961.9,
CALIFORNIA,,16301.4,17964.1,,4398.5,,,12676,14584,3032.9,3027.7,,2027.6,16301.4,17964.1,4403.8,4398.5,
U.S.,3194.7,18339.1,76320.1,9442.5,9403.6,,18468.1,18300.1,228431.1,21512.8,21209.8,,20695.6,23215.2,260182.8,26005,25652.3,
CALIFORNIA,,16183.2,17407.9,,,,2065.3,12467.2,13966.1,2908.2,,,2299.7,16183.2,17407.9,,,
U.S.,3274.1,18231.1,75500.8,9360.9,9321.7,,22375.2,17959.2,225174.9,21274.2,20962.3,,24422.8,22958.9,256311.7,25747.8,25393.8,
CALIFORNIA,,16133.9,17410.5,,,,1469.2,12388.4,13947,,,,1662.5,16133.9,17410.5,,,
U.S.,2910.9,18226.6,76496.7,9430,9389.3,,16842.5,18026.8,227107.3,21464.1,21163,,18974.6,23071.5,257762.4,25931.3,25584.8,
CALIFORNIA,,15727.9,16907.6,,,,1986.4,12008.5,13450.2,,,,2182,15727.9,16907.6,,,
U.S.,3714.7,17803.3,74672.7,9073.4,9036.4,,20058,17702.4,222803.1,20751.5,20462.6,,22596.4,22730.1,252857.4,25152,24822.1,
CALIFORNIA,,15877.2,,,,,1432.1,12126,13576.2,,,,1636.2,15877.2,17000.9,,,
U.S.,3244.5,17962,74554.3,9071.5,9039.9,,21902.2,17862.6,222861.4,20879.4,20608.3,,24455.5,22944.5,252523.1,25285.8,24971.4,
CALIFORNIA,,15301.4,,,,,1839.2,11699.4,13187.3,,,,2029.9,15301.4,16450.6,,,
U.S.,3222.6,17295.3,72249.7,8725.5,8696.9,,18171.7,17210.5,214415.2,20158.7,19900.1,,20246.9,22113.7,242951.7,24416.3,24114.3,
CALIFORNIA,,16305.9,,,,,1722.8,12298.7,13562.2,,,,1935.9,16305.9,17192.7,,,
U.S.,3308.8,18395.9,75121,9007.1,8977.3,,16694.1,17951.4,222397.1,20673.3,20440.1,,19149.7,23330.5,252559.1,25192.1,24926.6,
CALIFORNIA,,16244.4,,,,,2500.1,12352.9,13306.3,,,,2695.8,16244.4,16841.9,,,
U.S.,3422.9,18390.2,74336.9,8999.7,8975.9,,23099.5,18142.4,224797.9,20698.8,20461,,25412.9,23415.5,254975.6,25220.5,24951.7,
CALIFORNIA,,16452.8,,,,,1520.1,12538.1,14002.9,,,,1710.6,16452.8,17663,,,
U.S.,2916.2,18584.8,76465.1,9201.2,9175.7,,16004.3,18399,228696.4,21263.3,21020.4,,18978.1,23708.7,259805.5,25860,25586.3,
CALIFORNIA,,16404.2,,,,,2537.4,12444.8,13940.1,,,,2763.1,16404.2,17573.2,,,
U.S.,4005,18492.9,76955.7,9316.6,9291.9,,19126.4,18276,228591,21331,21112.8,,21663.3,23650.1,260438.5,25967.6,25715.3,
CALIFORNIA,,16184.7,,,,,,12288,,,,,2545.4,16184.7,18001.8,,,
U.S.,4319.8,18354.8,79301.3,9664.1,9637.8,,20422.8,18208.8,235474.3,21940.6,21699,,23018.6,23557.3,268329.3,26711.1,26432.4,
CALIFORNIA,,16105.9,,,,,2414.1,12202.3,14307.8,,,,2636,16105.9,18139.6,,,
U.S.,3976.6,18204.6,77485.9,9351.8,9331.5,,22663.9,17996.5,232291.5,21587.4,21391.4,,25337.8,23349.9,267255.4,26333.6,26101.4,
CALIFORNIA,,16591.2,,,,,2518.2,12528.8,14614.4,,,,2800.5,16591.2,18615.1,,,
U.S.,3108.1,18684.5,78619.2,9453.6,9427.9,,21813.8,18403.7,233912.2,21748.3,21502,,23676.2,23928.4,267167.6,26532.9,26248,
CALIFORNIA,,16233.4,,,,,2442.1,12273.2,14093.6,,,,2700.9,16233.4,17792.7,,,
U.S.,3346,18318.5,77532.5,9530.8,9504.9,,20611.9,18003.8,229919.4,21626.6,21400.2,,22968.6,23370.6,261500.8,26417.5,26155.1,
CALIFORNIA,,15973.7,17991.7,,,,1629.7,12104.8,14260.9,,,,1849.9,15973.7,17991.7,,,
U.S.,2989,18020.4,77096.3,9326.1,9301.9,,16217.4,17754.8,229651.2,21353.6,21121.7,,18413.2,22970.1,260472.4,25901.1,25636.8,
CALIFORNIA,,15638.6,18049.5,,,,1931.1,11820.7,14324.9,,,,2170.3,15638.6,18049.5,,,
U.S.,3559.4,17719.3,76221.5,9099.6,9075.5,,16461.3,17387.5,228326.3,20279.5,20060.6,,18154.5,22541.9,258885.5,24618.4,24364.5,
CALIFORNIA,,15875.5,17719.7,,,,1170.4,12008.5,13990.6,2818.8,2817.7,,1408.1,15875.5,17719.7,,,
U.S.,2945.4,18004,76216.2,9187.7,9152.9,,16177,17600.8,227177.2,19840,19612.7,,18737.7,22821.9,256895.5,24095.3,23838.6,
CALIFORNIA,,14622.6,16868,,4146.2,,1031.2,11057.9,13363.3,2761.3,2759.9,,1277.6,14622.6,16868,4147.7,4146.2,
U.S.,2869.1,16648.2,71529.3,8782.5,8757.1,,15422.5,16340.4,212315.2,18950.4,18752,,17145.5,21158.5,239584,22921.3,22692.5,
CALIFORNIA,,15244.7,17572.5,4234.1,,,1353.5,11541.5,13921.5,2824.5,2823.1,,1580.6,15244.7,17572.5,4234.1,4232.6,
U.S.,3063.8,17334.2,74120.1,8909.2,8880.4,,16195.7,16999.9,221485.3,19656.6,19443.8,,17495.9,21994.1,250227.9,23759,23512.8,
CALIFORNIA,,15880,18866.8,4380.2,,,1585.3,12014.5,14965.8,2918,2917,,1837.6,15880,18866.8,4380.2,4379.2,
U.S.,2819.3,18038.6,77118.3,9169,9141.9,,12308,17772.1,229749.6,20244.6,20015.2,,14232.5,22996,259942.1,24509.5,24239,
CALIFORNIA,,15710.3,19286.6,,,,2324.2,11848.3,15449.7,2878.5,2877,,2563.8,15710.3,19286.6,4330.7,4329.1,
U.S.,3191.1,17856.2,77017.8,9069.6,9048,,18424.2,17484.2,229099.7,20041.6,19836.2,,20476.7,22697.7,259746.3,24330.4,24085.6,
CALIFORNIA,,15706.1,18735.1,,,,1582.9,11835,14736.3,2979.5,2977.5,,1817.4,15706.1,18735.1,4477.6,4475.5,
U.S.,2438.4,17853.7,77985.7,9339.3,9313.7,,14810.2,17491.6,233856.9,20447.9,20208.8,,16418.3,22755.6,266797.1,24855.6,24574.8,
CALIFORNIA,,15703.1,,,,,1873.1,11847.2,15315.2,3019,3017.6,,2122.4,15703.1,19363.4,4524.6,4523.1,
U.S.,2692.6,17898.4,79466.9,9641.9,9616.9,,12987.1,17558.8,238448.8,21119.9,20875.6,,14784.1,22840.2,272083.8,25664.7,25379,
CALIFORNIA,,15466.1,,,,,,,14903.5,2991.4,2989.6,,1751.7,15466.1,18891.2,4483.9,4482.1,
U.S.,2810.7,17663.8,77251.1,9359.9,9343,,12048.7,17343.2,234645,20341.2,20142.9,,13506.6,22612.5,267914.7,24812.9,24575.3,
CALIFORNIA,,15749,19875.4,,,,,,15761.2,3075.7,3073.9,,1932.5,15749,19875.4,4572.9,4571,
U.S.,2729.3,18019.2,78810.4,9423.1,9399.5,,15510.9,17670.5,240953.7,20760.5,20498.5,,17295.4,23002.7,274583.6,25229.3,24922.2,
CALIFORNIA,,15398.9,18889,,,,1938.4,11660,14996.9,3053.6,3052.2,,2201.5,15398.9,18889,4514.7,4513.1,
U.S.,2589.4,17620.1,76215.1,9338.1,9316.2,,17838.2,17244.8,229506.5,20280.6,20048.5,,19602,22345,260582.5,24577.5,24307.2,
CALIFORNIA,,15324.2,19032.7,,,,,,15028.9,3052.8,3051.1,,1635.7,15324.2,19032.7,4527.9,4526.1,
U.S.,3654.2,17576.8,78464.4,9405.3,9382.5,,16475.1,17114.7,234065.4,20585.1,20348.3,,18335.2,22291.5,265271,24906.8,24633.5,
CALIFORNIA,,15229.5,,,4181.6,,,,14629.7,2830.9,2829.2,,1497.2,15229.5,18458,4183.4,4181.6,
U.S.,3567.8,17498.2,77321.2,9038.3,9012.3,,18382.5,16979.2,231480.8,20165.9,19908.9,,20854.1,21875.2,262044.1,24276.3,23980.9,
CALIFORNIA,,15135.9,18348.4,,4045.5,,1451.1,11454.4,14443.2,2728.5,2727.1,,1722.6,15135.9,18348.4,4047,4045.5,
U.S.,3541.2,17419.8,77297.4,8953.3,8930.2,,17570,16837.8,229977.7,19996.9,19777.8,,20184.9,21862.4,260106.5,24090.2,23838.7,
CALIFORNIA,,14193.4,17400.9,3892.3,3890.9,,1336.2,10747.7,13817.5,2652.7,2651.4,,1606.1,14193.4,17400.9,3892.3,3890.9,
U.S.,3061.8,16383.7,73072.9,8456.4,8428.8,,16446.2,15931.1,215932.3,18729.3,18484.5,,18447.8,20660.1,243995.2,22543.8,22264.8,
CALIFORNIA,,15149.8,18209.4,4069.3,4067.3,,1658.2,11519.3,14404.7,2772.2,2770.2,,1939.4,15149.8,18209.4,4069.3,4067.3,
U.S.,3638.3,17382.6,76255.7,8726.9,8698.7,,18880.8,16845.6,224324.9,19461.3,19203,,20848.1,21776.4,253403.7,23397.7,23100.5,
CALIFORNIA,,15432.1,18160.5,4470.2,4468.7,,1802.4,11824.3,14352.7,3061.1,3059.8,,2056.9,15432.1,18160.5,4470.2,4468.7,
U.S.,3759.6,17790.1,77458.5,9184.4,9156.5,,20368.6,17348.3,231319.8,20000,19741.8,,22080.9,22297.1,261895.9,24142.7,23846.6,
CALIFORNIA,,15878.6,,4398.9,4397.3,,1501.4,12076.6,14389.4,3090.3,3088.8,,1791.7,15878.6,18128.5,4398.9,4397.3,
U.S.,3229.6,18191.2,77563.3,9081.8,9056.6,,20554.9,17500.3,230994.1,19805.1,19557,,22797.8,22604.3,261535.1,23817.7,23535.9,
CALIFORNIA,,15596.3,,4559.2,4558,,2147.3,11901.3,14351.2,3145.4,3144.4,,2438.2,15596.3,18107.5,4559.2,4558,
U.S.,3054.1,17926.7,79630.7,9367,9344.2,,21484.7,17287.8,240194.5,20133.5,19821.6,,23410.5,22296.3,272662.7,24308.2,23950.7,
CALIFORNIA,,15650.6,,,4600.5,,2460.1,11957.2,14514.5,3177.1,3175.4,,2767.9,15650.6,18295.1,4602.3,4600.5,
U.S.,3317.6,17931,79687.6,9650.9,9628.4,,20402.5,17351.7,242090.3,20830.8,20516.4,,23246.9,22362.2,273938.6,25098.9,24737.2,
CALIFORNIA,,15517.8,17797,,4638.9,,2403.9,11841.4,14112.8,3202.7,3201.3,,2714.6,15517.8,17797,4640.4,4638.9,
U.S.,3997.4,17775.2,77226,9539.4,9523.4,,18271.8,17291.2,237186.1,20320.3,20027.2,,20601.4,22311.7,269165.5,24555.5,24216.5,
CALIFORNIA,,15892.8,,4770.2,4768.5,,1949.6,12101.1,14539.1,3280.2,3278.7,,2298.6,15892.8,18418.7,4770.2,4768.5,
U.S.,3628.5,18249.8,79430.4,9745,9719.5,,15540.7,17640.2,241776.5,21040.6,20708.1,,17497.7,22771.4,274240.4,25382.6,25003.1,
CALIFORNIA,,15620.2,,4636.5,4635.5,,1957.4,11885.2,13925.8,3179.1,3178.1,,2288.1,15620.2,17670.4,4636.5,4635.5,
U.S.,3112.8,17836.8,76934.3,9461,9439.3,,20689.8,17110.8,230037.8,20142.9,19844.7,,22609.8,22103.1,260711.2,24365.1,24025.1,
CALIFORNIA,,15377.8,,4574.9,4573.5,,1600.5,11753.5,13932.2,3179.4,3178.2,,1952.9,15377.8,17517.4,4574.9,4573.5,
U.S.,2742.1,17611.8,77547.5,9491.4,9466.3,,15946.3,16999.2,236103.7,20611.2,20291.6,,17872.7,21885.8,266408.6,24712.2,24348.6,
CALIFORNIA,,15065.4,17100.9,,4333.6,,1631.3,11447.1,13488.1,2970.7,2969.7,,1929.5,15065.4,17100.9,4334.7,4333.6,
U.S.,2586.6,17306.4,77093.1,9267.4,9241.2,,15201.7,16663,233202.6,20523.3,20226.7,,16936.5,21538.5,263351.8,24640.4,24300,
CALIFORNIA,,15042,16945.8,,4488.9,,1419,11370.5,13321.4,3061.2,3060.4,,1739.5,15042,16945.8,4489.8,4488.9,
U.S.,3081.2,17292.6,75876.2,9331.5,9309.3,,13483.3,16550.9,227184.9,20044.4,19774.7,,15401.9,21490.5,257007.7,24182.4,23875.2,
CALIFORNIA,,14245.6,,,4228.2,,1697.2,10779.8,13024.9,2900.6,2899.4,,2057,14245.6,16560.9,4229.6,4228.2,
U.S.,3381.2,16383.3,73273.5,8860.2,8834.5,,17793.7,15642.3,218183.7,19231.8,18960.2,,20220.8,20271.6,246684.1,23191.3,22882.4,
CALIFORNIA,,14840.4,,,4456.9,,1459.6,11225.3,13379.1,3044.2,3043.1,,1780.4,14840.4,17066.8,4458,4456.9,
U.S.,3361.8,17217.8,75282.9,9042.6,9018,,15885,16432.9,222834.2,19491.9,19208.6,,18182.8,21259.1,252116.7,23566.5,23247.4,
CALIFORNIA,,14745.8,16294.4,,4632.6,,1105.4,11220.1,12703.3,3170.4,3169.4,,1446.2,14745.8,16294.4,4633.8,4632.6,
U.S.,3206.1,17243.5,75180.1,9342.4,9316.6,,15101.4,16756.4,229794.4,20134.2,19855.5,,16642.8,21562.7,259855.1,24340.2,24023.4,
CALIFORNIA,,15219.1,17751.5,,4457.3,,1278.4,11652.2,14042.5,3106.9,3105.1,,1641.3,15219.1,17751.5,4459.1,4457.3,
U.S.,2860.3,17601,77381.6,9127.8,9106.3,,14759.6,17049.4,235665.9,20049.3,19761.7,,16596.3,21854.8,266453.6,24144.3,23817.2,
CALIFORNIA,,14966.5,17802.3,,4398.2,,1552.7,11490.5,14134.7,3087.1,3085.7,,1855.4,14966.5,17802.3,4399.7,4398.2,
U.S.,3396.5,17315.3,78378.9,9243.4,9162.3,,14253.1,16939.5,239721.3,20561.2,20201.6,,15851.8,21658.8,271657,24689.5,24271.6,
CALIFORNIA,,15251,18538.5,,4545.3,,1304.3,11643,14673.7,3166.8,3165.6,,1637.8,15251,18538.5,4546.5,4545.3,
U.S.,3319.1,17600.8,79262.2,9496.1,9417,,10893.7,17077.8,240683.2,20697,20319.2,,12645,21937.8,273221.6,24949,24508.9,
CALIFORNIA,,14846.3,17762.5,,4460.2,,,,14024.7,3100.4,3099.4,,1081,14846.3,17762.5,4461.3,4460.2,
U.S.,2722.9,17137.2,77776.7,9350.5,9274.5,,10059.6,16729.8,241359,20561.3,20187.7,,11628.2,21518.4,274571.2,24798.3,24360.7,
CALIFORNIA,,15445.2,18609.4,,4899,,938.4,11753.4,14614.8,3383,3381.2,,1224.8,15445.2,18609.4,4900.8,4899,
U.S.,2873.5,17803.4,80763.6,9709.2,9626.5,,11058,17299.7,245868.6,21381.9,20986.9,,12809.1,22294.3,279688.2,25860.6,25401.5,
CALIFORNIA,,15184.7,18140.3,,4239.7,,1147.7,11563.2,14231.6,2856.5,2854.8,,1473,15184.7,18140.3,4241.4,4239.7,
U.S.,2774.1,17450.8,78718.5,8904.1,8828,,11550.6,16763.3,234968.6,19836.8,19480.6,,13113.6,21616.4,267392.1,24052.3,23635.4,
CALIFORNIA,,14818.8,,,4039.4,,,,14496.5,2764.9,2763.4,,1228.5,14818.8,18254.9,4041,4039.4,
U.S.,2024.9,17124.6,78231.6,8705.8,8623.1,,11376.9,16719.2,238956.3,19997,19624.2,,13036.8,21336.9,270878.6,24013.2,23577.7,
CALIFORNIA,,,,,4157.1,,,11058.2,,2912.2,2910.9,,,,17506.4,4158.5,4157.1,
U.S.,1838.7,16899,77365.8,8875.8,8801.4,,11625.3,16387.9,234007.2,19907,19562.8,,13229.6,20971.4,265111.7,23859.9,23459.6,
CALIFORNIA,,,,,4233.2,,,,13381.3,2939.1,2938.2,,,,17117.1,4234.1,4233.2,
U.S.,1900.7,16789.6,74907.4,8868.3,8795.6,,13187.7,16217.2,227851.3,19428.1,19091.9,,15196.1,20815.2,258549.2,23342.7,22954.5,
CALIFORNIA,,,,,4262.1,,,,12982.3,2957.5,2956.5,,,,16670.2,4263.4,4262.1,
U.S.,,,72102.8,8664.3,8582.2,,11808.6,15813.4,219528.8,18988.9,18627.4,,13653.8,20333.9,248780,22800.8,22384.8,
CALIFORNIA,,,,,4266,,,,13365.5,2955.9,2954.4,,,,17208.7,4267.4,4266,
U.S.,,,74357.4,8759.4,8676,,11131.6,16392,225920.5,19389.6,19020.2,,12595.8,21121.3,256252.1,23314.2,22886.4,
CALIFORNIA,,,,,3237.9,,,,10681.5,2218.5,2217.4,,,,13853.9,3239.2,3237.9,
U.S.,,,61087.1,6721.6,6702.6,,9311.3,13010.5,196237.7,15325.9,15150.3,,10897.6,16779.7,223211.8,18507.6,18307.2,
CALIFORNIA,,,,,2195.8,,,,8547.6,1485.7,1484.7,,,,10926.4,2196.8,2195.8,
U.S.,1660.9,9487.9,43963.4,4377.4,4368.4,,5396.8,8896.7,148936.1,10131.6,10026.5,,6849.3,11623.6,169656.1,12367.5,12245.3,
CALIFORNIA,,,,,2853.9,,,,9848,1907,1905.3,,,,12782.7,2855.7,2853.9,
U.S.,1476.5,12336.5,54587.4,5521.6,5508.8,,8425.4,11598.3,179662.2,12684.1,12549.7,,9627.1,15258,206541.2,15628.3,15474.1,
CALIFORNIA,,,,,3435.9,,,,11147.3,2313.4,2312.3,,,,14639.1,3437,3435.9,
U.S.,1680.3,14006.9,64763.5,6855.8,6834.6,,8261.2,13210.6,210973.6,15526.5,15369.1,,10286.5,17407.8,242776.9,19072.7,18892.8,
CALIFORNIA,,,,,3540.1,,,9119,11887.4,2379.2,2378.1,,,12300.8,15655.5,3541.3,3540.1,
U.S.,,,67128,7458.2,7441.1,,5572.9,13573,216485.6,16745.7,16609.1,,6721.6,17938.1,249741.9,20558.5,20401.1,
CALIFORNIA,,,,,3626.1,,,9311.6,,2432,2431.1,,,,16186.1,3627.2,3626.1,
